,municipio_codigo,sum,Nome_UF,Nome_Município,codigo_municipio,variacao_area_plantada,variacao_area_colhida,variacao_razao_plantio_colheita,variacao_porte_de_empresa_GRANDE,variacao_porte_de_empresa_MICRO,variacao_porte_de_empresa_MÉDIA,variacao_porte_de_empresa_PEQUENA
0,3100104,23605631.939999994,Minas Gerais,Abadia dos Dourados,3100104.0,1379.0,1379.0,0.0,0.0,1.0,0.0,6.0
1,5200100,18874102.709999997,Goiás,Abadiânia,5200100.0,5546.0,5566.0,0.005012531328320802,0.0,0.0,0.0,1.0
2,3100203,53681032.97000001,Minas Gerais,Abaeté,3100203.0,-1631.0,-1631.0,0.0,0.0,-8.0,0.0,11.0
3,1500107,591035.5099999999,Pará,Abaetetuba,1500107.0,24020.0,24020.0,0.0,0.0,-2.0,0.0,0.0
4,2900108,3916209.85,Bahia,Abaíra,2900108.0,-1232.0,-1232.0,0.0,0.0,0.0,0.0,1.0
5,2900207,8673448.06,Bahia,Abaré,2900207.0,1621.0,1621.0,0.0,0.0,-4.0,0.0,0.0
6,4100103,27926768.01,Paraná,Abatiá,4100103.0,12563.0,12563.0,0.0,0.0,-8.0,0.0,1.0
7,4200051,12454987.869999997,Santa Catarina,Abdon Batista,4200051.0,-646.0,-646.0,0.0,0.0,11.0,0.0,0.0
8,1500131,5395685.32,Pará,Abel Figueiredo,1500131.0,2361.0,2361.0,0.0,0.0,1.0,0.0,3.0
9,4200101,254029866.85999995,Santa Catarina,Abelardo Luz,4200101.0,24388.0,23388.0,-0.015433289605679468,-1.0,18.0,7.0,26.0
10,3100302,7060849.719999999,Minas Gerais,Abre Campo,3100302.0,-3524.0,-3524.0,0.0,0.0,9.0,0.0,0.0
11,1700251,23126255.769999996,Tocantins,Abreulândia,1700251.0,10305.0,10325.0,0.05555555555555558,0.0,0.0,2.0,6.0
12,2100055,113011413.61000001,Maranhão,Açailândia,2100055.0,50965.0,50965.0,0.0,0.0,-1.0,8.0,11.0
13,2300200,10162148.869999997,Ceará,Acaraú,2300200.0,-7622.0,-8398.0,-0.04143749666257279,0.0,-5.0,0.0,1.0
14,2400109,533535.98,Rio Grande do Norte,Acari,2400109.0,-178.0,-178.0,0.0,0.0,-1.0,0.0,0.0
15,2200053,246629.93,Piauí,Acauã,2200053.0,949.0,-2531.0,-0.6433721575152523,0.0,-2.0,0.0,0.0
16,4300034,116091234.0,Rio Grande do Sul,Aceguá,4300034.0,,,,0.0,12.0,0.0,11.0
17,2300309,1067012.17,Ceará,Acopiara,2300309.0,-7905.0,-7905.0,0.0,0.0,-6.0,0.0,0.0
18,5100102,8701523.68,Mato Grosso,Acorizal,5100102.0,-1632.0,-1632.0,0.0,0.0,2.0,0.0,1.0
19,1200013,8741693.9,Acre,Acrelândia,1200013.0,122.0,-361.0,-0.11083065626434141,0.0,2.0,0.0,0.0
20,5200134,128692884.08,Goiás,Acreúna,5200134.0,70150.0,70130.0,0.001282522214373305,0.0,-13.0,7.0,9.0
21,3100500,2280490.7900000005,Minas Gerais,Açucena,3100500.0,-3798.0,-3798.0,0.0,0.0,0.0,0.0,0.0
22,3500105,111072653.64999999,São Paulo,Adamantina,3500105.0,4712.0,4712.0,0.0,4.0,-7.0,0.0,3.0
23,5200159,1176324.0,Goiás,Adelândia,5200159.0,-1194.0,-1189.0,0.003109452736318463,0.0,-1.0,0.0,0.0
24,3500204,20404054.56,São Paulo,Adolfo,3500204.0,5237.0,5237.0,0.0,0.0,-2.0,0.0,1.0
25,2900355,8800889.33,Bahia,Adustina,2900355.0,-31050.0,-31050.0,0.0,0.0,-7.0,0.0,0.0
26,2600104,207311.98,Pernambuco,Afogados da Ingazeira,2600104.0,-8496.0,-5390.0,0.2458445464619281,0.0,-2.0,0.0,0.0
27,3200102,26424932.410000004,Espírito Santo,Afonso Cláudio,3200102.0,-11777.0,-11777.0,0.0,0.0,-3.0,0.0,3.0
28,2600203,880406.14,Pernambuco,Afrânio,2600203.0,-251.0,-6206.0,-0.93046875,0.0,7.0,0.0,0.0
29,2600302,844898.2100000001,Pernambuco,Agrestina,2600302.0,-2949.0,-2689.0,-0.5452111620992072,0.0,-6.0,0.0,0.0
30,4200200,31624625.52,Santa Catarina,Agrolândia,4200200.0,-1409.0,-1409.0,0.0,0.0,14.0,2.0,10.0
31,4200309,18070691.349999998,Santa Catarina,Agronômica,4200309.0,245.0,245.0,0.0,0.0,16.0,0.0,0.0
32,1500347,48460875.97,Pará,Água Azul do Norte,1500347.0,-3907.0,-3086.0,0.08508653746502226,0.0,4.0,3.0,4.0
33,5100201,277932292.2800001,Mato Grosso,Água Boa,5100201.0,167412.0,167452.0,0.0012814762606522256,1.0,4.0,13.0,16.0
34,5000203,147571174.12999994,Mato Grosso do Sul,Água Clara,5000203.0,-33656.0,-33640.0,0.0004355400696863798,-1.0,-6.0,3.0,8.0
35,3100708,37734003.04999999,Minas Gerais,Água Comprida,3100708.0,24573.0,24573.0,0.0,0.0,-8.0,0.0,3.0
36,4200408,68802630.65000002,Santa Catarina,Água Doce,4200408.0,17322.0,17322.0,0.0,0.0,6.0,3.0,6.0
37,3200169,15811287.37,Espírito Santo,Água Doce do Norte,3200169.0,-9527.0,-9527.0,0.0,0.0,-1.0,0.0,0.0
38,2900405,2358009.9200000004,Bahia,Água Fria,2900405.0,-312.0,-2512.0,-0.5711318795430945,0.0,9.0,0.0,0.0
39,5200175,101770967.85999998,Goiás,Água Fria de Goiás,5200175.0,56137.0,54257.0,-0.02612489925238315,0.0,-5.0,4.0,2.0
40,5200209,2619044.86,Goiás,Água Limpa,5200209.0,-476.0,-476.0,0.0,0.0,-2.0,0.0,0.0
41,2400406,100658.0,Rio Grande do Norte,Água Nova,2400406.0,-171.0,-432.0,-0.75,0.0,-1.0,0.0,0.0
42,2600401,3548974.67,Pernambuco,Água Preta,2600401.0,-15195.0,-12240.0,0.15396939838179924,0.0,-3.0,0.0,2.0
43,4300059,82531471.98999994,Rio Grande do Sul,Água Santa,4300059.0,611.0,611.0,0.0,0.0,4.0,0.0,9.0
44,3500303,36513220.03000001,São Paulo,Aguaí,3500303.0,973.0,973.0,0.0,0.0,-3.0,4.0,9.0
45,3100807,15449827.06,Minas Gerais,Aguanil,3100807.0,493.0,493.0,0.0,0.0,3.0,0.0,6.0
46,2600500,1805028.03,Pernambuco,Águas Belas,2600500.0,-6985.0,-6117.0,0.08414113997673522,0.0,-5.0,0.0,1.0
47,3500402,12941128.649999999,São Paulo,Águas da Prata,3500402.0,-266.0,-266.0,0.0,0.0,0.0,0.0,4.0
48,4200507,33011747.029999986,Santa Catarina,Águas de Chapecó,4200507.0,-3882.0,-3877.0,0.0007063144511936237,0.0,17.0,0.0,6.0
49,3500501,1967844.36,São Paulo,Águas de Lindóia,3500501.0,-149.0,-149.0,0.0,0.0,-4.0,0.0,0.0
50,3500550,24297963.650000006,São Paulo,Águas de Santa Bárbara,3500550.0,21255.0,21055.0,-0.0074197736969022765,0.0,-5.0,0.0,0.0
51,3100906,6979349.46,Minas Gerais,Águas Formosas,3100906.0,-881.0,-871.0,-0.0496925871585272,0.0,-1.0,0.0,0.0
52,4200556,18218734.64,Santa Catarina,Águas Frias,4200556.0,-3031.0,-3028.0,0.0005812826971517415,0.0,14.0,0.0,3.0
53,4200606,34426370.410000004,Santa Catarina,Águas Mornas,4200606.0,-1620.0,-1620.0,0.0,0.0,22.0,0.0,5.0
54,3101003,18312827.089999996,Minas Gerais,Águas Vermelhas,3101003.0,-1403.0,-2073.0,-0.3588644884841993,0.0,0.0,2.0,0.0
55,4300109,54811985.459999986,Rio Grande do Sul,Agudo,4300109.0,1637.0,1587.0,-0.002521432173474558,0.0,9.0,0.0,2.0
56,3500709,49280000.23,São Paulo,Agudos,3500709.0,6854.0,6854.0,0.0,0.0,-8.0,1.0,2.0
57,4100301,5936178.5,Paraná,Agudos do Sul,4100301.0,2151.0,2151.0,0.0,0.0,7.0,0.0,1.0
58,3200136,52212485.51,Espírito Santo,Águia Branca,3200136.0,-2110.0,-2110.0,0.0,0.0,3.0,0.0,1.0
59,3101102,15551643.710000003,Minas Gerais,Aimorés,3101102.0,-5252.0,-5252.0,0.0,0.0,0.0,0.0,2.0
60,2300408,1645462.32,Ceará,Aiuaba,2300408.0,-364.0,-364.0,0.0,0.0,-8.0,0.0,1.0
61,3101201,8197482.809999999,Minas Gerais,Aiuruoca,3101201.0,-1659.0,-1659.0,0.0,0.0,0.0,0.0,4.0
62,4300208,78720920.91999999,Rio Grande do Sul,Ajuricaba,4300208.0,3726.0,4526.0,0.0284981476204047,0.0,1.0,0.0,15.0
63,3101300,1168100.0,Minas Gerais,Alagoa,3101300.0,-7.0,-7.0,0.0,0.0,-1.0,0.0,0.0
64,2500304,309402.0,Paraíba,Alagoa Grande,2500304.0,-3467.0,-3367.0,0.010678056593699914,0.0,-1.0,0.0,0.0
65,2500403,780652.2599999999,Paraíba,Alagoa Nova,2500403.0,-1600.0,-840.0,0.09159937326744605,0.0,-2.0,0.0,0.0
66,2600609,8982.12,Pernambuco,Alagoinha,2600609.0,-813.0,-100.0,0.6739130434782609,0.0,-5.0,0.0,0.0
67,2200251,335278.0,Piauí,Alagoinha do Piauí,2200251.0,-8957.0,-8957.0,0.0,0.0,-3.0,0.0,0.0
68,2900702,7907966.9300000025,Bahia,Alagoinhas,2900702.0,-1563.0,-1563.0,0.0,0.0,-4.0,0.0,0.0
69,3500758,3570492.44,São Paulo,Alambari,3500758.0,3915.0,3915.0,0.0,0.0,0.0,0.0,1.0
70,3101409,1632788.5999999996,Minas Gerais,Albertina,3101409.0,421.0,421.0,0.0,0.0,-1.0,0.0,0.0
71,5000252,27272915.459999997,Mato Grosso do Sul,Alcinópolis,5000252.0,5958.0,5958.0,0.0,0.0,2.0,0.0,7.0
72,2900801,8485176.890000002,Bahia,Alcobaça,2900801.0,-5524.0,-5534.0,-0.0032743942370661028,0.0,-1.0,2.0,3.0
73,4300307,16936302.460000005,Rio Grande do Sul,Alecrim,4300307.0,-9309.0,-9309.0,0.0,0.0,17.0,0.0,2.0
74,3200201,40986737.21999999,Espírito Santo,Alegre,3200201.0,-6010.0,-6010.0,0.0,0.0,2.0,0.0,0.0
75,4300406,385616215.18,Rio Grande do Sul,Alegrete,4300406.0,27315.0,29115.0,0.026724867489198667,0.0,2.0,7.0,27.0
76,4300455,24486739.769999996,Rio Grande do Sul,Alegria,4300455.0,-3384.0,-3384.0,0.0,0.0,9.0,0.0,11.0
77,3101508,4425835.86,Minas Gerais,Além Paraíba,3101508.0,-562.0,-562.0,0.0,0.0,-6.0,0.0,2.0
78,1500404,2791776.0900000003,Pará,Alenquer,1500404.0,-3847.0,-1095.0,0.15037429648653078,0.0,1.0,0.0,0.0
79,2400505,472707.0,Rio Grande do Norte,Alexandria,2400505.0,-1109.0,-1350.0,-0.4716242661448141,0.0,-6.0,0.0,0.0
80,5200308,45283132.39,Goiás,Alexânia,5200308.0,6769.0,6776.0,0.0026276276276275823,0.0,-2.0,0.0,3.0
81,3101607,106459006.32999991,Minas Gerais,Alfenas,3101607.0,14546.0,14546.0,0.0,1.0,-7.0,8.0,12.0
82,3200300,12095879.400000006,Espírito Santo,Alfredo Chaves,3200300.0,1690.0,1690.0,0.0,0.0,-1.0,0.0,1.0
83,3500808,3482948.62,São Paulo,Alfredo Marcondes,3500808.0,-866.0,-866.0,0.0,0.0,3.0,0.0,2.0
84,3101631,5937027.62,Minas Gerais,Alfredo Vasconcelos,3101631.0,-711.0,-711.0,0.0,0.0,1.0,0.0,0.0
85,4200705,63697965.419999994,Santa Catarina,Alfredo Wagner,4200705.0,-1347.0,-1347.0,0.0,0.0,21.0,0.0,9.0
86,2600708,1066739.7,Pernambuco,Aliança,2600708.0,-1469.0,435.0,0.16420871065114273,0.0,-5.0,0.0,0.0
87,1700350,16972459.310000002,Tocantins,Aliança do Tocantins,1700350.0,5021.0,5021.0,0.0,0.0,2.0,0.0,2.0
88,2900900,666633.98,Bahia,Almadina,2900900.0,-2942.0,-2799.0,0.024873891111497626,0.0,-1.0,0.0,0.0
89,1700400,18656239.259999998,Tocantins,Almas,1700400.0,8985.0,8985.0,0.0,0.0,-1.0,0.0,0.0
90,3101706,16454600.61,Minas Gerais,Almenara,3101706.0,-1490.0,-1549.0,-0.07345139802959588,0.0,0.0,0.0,3.0
91,2400604,152381.0,Rio Grande do Norte,Almino Afonso,2400604.0,-712.0,-844.0,-0.4444444444444444,0.0,-4.0,0.0,0.0
92,4100400,3181758.99,Paraná,Almirante Tamandaré,4100400.0,-1988.0,-2042.0,-0.02782071097372485,0.0,2.0,0.0,3.0
93,4300471,44758958.109999985,Rio Grande do Sul,Almirante Tamandaré do Sul,4300471.0,,,,0.0,25.0,0.0,9.0
94,5200506,5730719.660000001,Goiás,Aloândia,5200506.0,2675.0,2775.0,0.11764705882352944,0.0,0.0,0.0,1.0
95,3101805,5931299.64,Minas Gerais,Alpercata,3101805.0,-693.0,-693.0,0.0,0.0,1.0,0.0,0.0
96,4300505,23229896.669999998,Rio Grande do Sul,Alpestre,4300505.0,-12895.0,-12915.0,-0.0026691578806886662,0.0,14.0,0.0,2.0
97,3101904,44451445.140000015,Minas Gerais,Alpinópolis,3101904.0,6381.0,6381.0,0.0,0.0,4.0,3.0,10.0
98,5100250,237574100.97999993,Mato Grosso,Alta Floresta,5100250.0,17033.0,17033.0,0.0,0.0,9.0,10.0,20.0
99,1100015,41562940.13999999,Rondônia,Alta Floresta D'Oeste,1100015.0,-12054.0,-12063.0,-0.0005059875189745711,0.0,9.0,0.0,8.0
100,3500907,55498288.24000001,São Paulo,Altair,3500907.0,5831.0,5831.0,0.0,0.0,-3.0,7.0,2.0
101,1500602,17385682.449999996,Pará,Altamira,1500602.0,14889.0,14889.0,0.0,0.0,2.0,0.0,4.0
102,2100402,2615821.7399999998,Maranhão,Altamira do Maranhão,2100402.0,-618.0,-618.0,0.0,0.0,-2.0,0.0,0.0
103,4100459,27848448.889999993,Paraná,Altamira do Paraná,4100459.0,-959.0,-959.0,0.0,5.0,18.0,0.0,4.0
104,2300606,166509.0,Ceará,Altaneira,2300606.0,-490.0,-490.0,0.0,0.0,-1.0,0.0,0.0
105,3102001,14599732.860000001,Minas Gerais,Alterosa,3102001.0,1388.0,1388.0,0.0,0.0,2.0,0.0,1.0
106,2600807,547563.13,Pernambuco,Altinho,2600807.0,55.0,-413.0,-0.3691676959658179,0.0,-4.0,0.0,0.0
107,3501004,81087943.08999999,São Paulo,Altinópolis,3501004.0,11135.0,11135.0,0.0,0.0,-8.0,3.0,11.0
108,1400050,82220022.64000002,Roraima,Alto Alegre,1400050.0,13683.0,13956.0,0.059001512859304106,0.0,0.0,2.0,5.0
109,2100436,2392772.0,Maranhão,Alto Alegre do Maranhão,2100436.0,-4113.0,-4113.0,0.0,0.0,-1.0,0.0,0.0
110,1100379,24518696.340000004,Rondônia,Alto Alegre dos Parecis,1100379.0,7260.0,7254.0,-0.00016053391053394428,0.0,8.0,0.0,4.0
111,2100477,2587932.3299999996,Maranhão,Alto Alegre do Pindaré,2100477.0,-15931.0,-15931.0,0.0,0.0,-6.0,0.0,0.0
112,5100300,56886688.22999999,Mato Grosso,Alto Araguaia,5100300.0,36281.0,36281.0,0.0,0.0,-3.0,4.0,3.0
113,4200754,11195857.84,Santa Catarina,Alto Bela Vista,4200754.0,-2679.0,-2679.0,0.0,0.0,15.0,0.0,4.0
114,5100359,52811122.989999995,Mato Grosso,Alto Boa Vista,5100359.0,30305.0,30305.0,0.0,0.0,4.0,4.0,6.0
115,3102050,1894675.27,Minas Gerais,Alto Caparaó,3102050.0,-303.0,-303.0,0.0,0.0,5.0,0.0,0.0
116,2400703,2914795.93,Rio Grande do Norte,Alto do Rodrigues,2400703.0,-195.0,-410.0,-0.13100752472510235,0.0,0.0,0.0,1.0
117,4300570,11679231.300000003,Rio Grande do Sul,Alto Feliz,4300570.0,-314.0,-310.0,0.004424778761061954,0.0,11.0,0.0,0.0
118,5100409,208445613.6200001,Mato Grosso,Alto Garças,5100409.0,60850.0,70750.0,0.12483764800827202,2.0,-11.0,6.0,4.0
119,5200555,9003699.49,Goiás,Alto Horizonte,5200555.0,-662.0,-662.0,0.0,0.0,0.0,0.0,0.0
120,3153509,9208651.44,Minas Gerais,Alto Jequitibá,3153509.0,1186.0,1186.0,0.0,0.0,17.0,0.0,2.0
121,2200301,155404.15,Piauí,Alto Longá,2200301.0,329.0,329.0,0.0,0.0,-1.0,0.0,0.0
122,5100508,19864565.499999996,Mato Grosso,Alto Paraguai,5100508.0,5862.0,5812.0,-0.004383273428596457,0.0,-1.0,3.0,3.0
123,1100403,38417380.14999999,Rondônia,Alto Paraíso,1100403.0,16538.0,16538.0,0.0,0.0,0.0,1.0,3.0
124,5200605,22956216.580000002,Goiás,Alto Paraíso de Goiás,5200605.0,15715.0,15115.0,-0.02782286111755161,0.0,-2.0,0.0,0.0
125,4100608,57508127.67000001,Paraná,Alto Paraná,4100608.0,4015.0,3713.0,-0.035128533209259016,0.0,18.0,0.0,16.0
126,2100501,110765586.52000003,Maranhão,Alto Parnaíba,2100501.0,67628.0,67628.0,0.0,0.0,-3.0,0.0,5.0
127,4100707,71159327.12000003,Paraná,Alto Piquiri,4100707.0,40205.0,41415.0,0.06566451402832796,2.0,-3.0,4.0,9.0
128,3102100,6264357.340000001,Minas Gerais,Alto Rio Doce,3102100.0,-5446.0,-5446.0,0.0,0.0,-2.0,0.0,0.0
129,3200359,21452318.930000003,Espírito Santo,Alto Rio Novo,3200359.0,-4852.0,-4852.0,0.0,0.0,2.0,0.0,0.0
130,5100607,159995612.42999998,Mato Grosso,Alto Taquari,5100607.0,43856.0,43856.0,0.0,0.0,-12.0,8.0,6.0
131,4100509,66635201.19999998,Paraná,Altônia,4100509.0,-2279.0,-1689.0,0.0509851365364673,0.0,16.0,0.0,19.0
132,3102209,1324813.15,Minas Gerais,Alvarenga,3102209.0,-1519.0,-1519.0,0.0,0.0,1.0,0.0,0.0
133,3501202,18493390.019999996,São Paulo,Álvares Florence,3501202.0,9925.0,9912.0,-0.0010899639473463951,0.0,-10.0,1.0,4.0
134,3501301,9793786.9,São Paulo,Álvares Machado,3501301.0,-1239.0,-1239.0,0.0,0.0,-3.0,0.0,2.0
135,3501400,4780515.130000001,São Paulo,Álvaro de Carvalho,3501400.0,-36.0,-36.0,0.0,0.0,-3.0,0.0,0.0
136,3501509,3246224.4100000006,São Paulo,Alvinlândia,3501509.0,1558.0,1558.0,0.0,0.0,-4.0,0.0,0.0
137,3102308,3897310.4100000006,Minas Gerais,Alvinópolis,3102308.0,-2144.0,-2144.0,0.0,0.0,-3.0,0.0,0.0
138,1700707,54116439.13000001,Tocantins,Alvorada,1700707.0,25424.0,25424.0,0.0,0.0,2.0,2.0,3.0
139,1100346,25198781.76,Rondônia,Alvorada D'Oeste,1100346.0,-11653.0,-11653.0,0.0,0.0,18.0,0.0,5.0
140,3102407,754072.42,Minas Gerais,Alvorada de Minas,3102407.0,-210.0,-270.0,-0.16620498614958445,0.0,0.0,0.0,1.0
141,2200459,2639584.99,Piauí,Alvorada do Gurguéia,2200459.0,-28.0,267.0,0.09929316728374282,0.0,-1.0,0.0,0.0
142,5200803,16200727.66,Goiás,Alvorada do Norte,5200803.0,350.0,350.0,0.0,0.0,-1.0,0.0,1.0
143,4100806,46566670.539999984,Paraná,Alvorada do Sul,4100806.0,12673.0,12673.0,0.0,0.0,-6.0,0.0,6.0
144,5000609,98363140.58000001,Mato Grosso do Sul,Amambai,5000609.0,110055.0,112957.0,0.1332415059687787,0.0,-9.0,2.0,12.0
145,4100905,15356903.29,Paraná,Amaporã,4100905.0,10456.0,10621.0,0.039672998316903074,0.0,-3.0,0.0,1.0
146,2600906,115285.52,Pernambuco,Amaraji,2600906.0,-2039.0,371.0,0.24148666586616518,0.0,-1.0,0.0,0.0
147,4300638,10581530.47,Rio Grande do Sul,Amaral Ferrador,4300638.0,1892.0,1892.0,0.0,0.0,2.0,0.0,2.0
148,5200829,19695579.9,Goiás,Amaralina,5200829.0,2099.0,2099.0,0.0,0.0,0.0,3.0,3.0
149,2200509,65191.37999999999,Piauí,Amarante,2200509.0,128.0,128.0,0.0,0.0,-1.0,0.0,0.0
150,2100600,17467962.689999998,Maranhão,Amarante do Maranhão,2100600.0,-7237.0,-7217.0,0.002153547970281,0.0,1.0,0.0,3.0
151,2901007,1947182.8399999999,Bahia,Amargosa,2901007.0,-144.0,156.0,0.09511731135066581,0.0,-7.0,0.0,0.0
152,2901155,3983577.25,Bahia,América Dourada,2901155.0,-28697.0,-30347.0,-0.3074343208496366,0.0,-1.0,0.0,0.0
153,3501608,1296340.65,São Paulo,Americana,3501608.0,-191.0,-191.0,0.0,0.0,-2.0,0.0,0.0
154,3501707,72511054.24999999,São Paulo,Américo Brasiliense,3501707.0,776.0,776.0,0.0,0.0,-1.0,0.0,0.0
155,3501806,13314316.120000001,São Paulo,Américo de Campos,3501806.0,7948.0,7948.0,0.0,0.0,-10.0,1.0,2.0
156,4300646,16010648.819999995,Rio Grande do Sul,Ametista do Sul,4300646.0,-4042.0,-4075.0,-0.015284854099119949,0.0,17.0,0.0,0.0
157,2300754,1119066.6500000001,Ceará,Amontada,2300754.0,-2788.0,-2788.0,0.0,0.0,-1.0,0.0,0.0
158,5200902,8315254.2,Goiás,Amorinópolis,5200902.0,3985.0,3985.0,0.0,0.0,-1.0,0.0,2.0
159,3501905,26450830.78,São Paulo,Amparo,3501905.0,-1507.0,-1507.0,0.0,0.0,2.0,0.0,6.0
160,4101002,89947096.46000004,Paraná,Ampére,4101002.0,-4920.0,-4542.0,0.017000331962499393,0.0,23.0,0.0,23.0
161,2700201,662473.63,Alagoas,Anadia,2700201.0,-1679.0,-1679.0,0.0,0.0,-1.0,0.0,0.0
162,2901205,1939118.0299999998,Bahia,Anagé,2901205.0,-760.0,-1450.0,-0.4,0.0,-1.0,0.0,0.0
163,4101051,22697124.62000001,Paraná,Anahy,4101051.0,-1157.0,1273.0,0.20635190217391308,0.0,3.0,0.0,2.0
164,3502002,8611535.83,São Paulo,Analândia,3502002.0,7245.0,7245.0,0.0,0.0,-7.0,0.0,0.0
165,1701002,20044988.54,Tocantins,Ananás,1701002.0,-34.0,-34.0,0.0,0.0,0.0,0.0,4.0
166,1500800,6725900.79,Pará,Ananindeua,1500800.0,-56.0,-56.0,0.0,0.0,-1.0,0.0,0.0
167,5201108,25426600.299999986,Goiás,Anápolis,5201108.0,1080.0,1100.0,0.003374388392103911,0.0,-1.0,0.0,5.0
168,1500859,13653292.600000001,Pará,Anapu,1500859.0,2557.0,2557.0,0.0,0.0,1.0,0.0,1.0
169,5000708,21609855.819999997,Mato Grosso do Sul,Anastácio,5000708.0,10168.0,10018.0,0.11732801168678009,0.0,-3.0,1.0,5.0
170,5000807,46633761.69000002,Mato Grosso do Sul,Anaurilândia,5000807.0,26416.0,26712.0,0.06505494505494502,0.0,-4.0,2.0,9.0
171,4200804,23595055.49,Santa Catarina,Anchieta,4200804.0,-5599.0,-5599.0,0.0,0.0,10.0,0.0,5.0
172,4101101,48038044.47000003,Paraná,Andirá,4101101.0,1188.0,4500.0,0.10016704019670386,2.0,-9.0,4.0,2.0
173,3102605,27780664.069999974,Minas Gerais,Andradas,3102605.0,-3976.0,-3976.0,0.0,0.0,0.0,0.0,6.0
174,3502101,68057405.70000002,São Paulo,Andradina,3502101.0,32750.0,32750.0,0.0,0.0,-7.0,0.0,6.0
175,4300661,33327784.140000008,Rio Grande do Sul,André da Rocha,4300661.0,17463.0,17463.0,0.0,0.0,0.0,1.0,7.0
176,3102803,24226331.08000001,Minas Gerais,Andrelândia,3102803.0,330.0,330.0,0.0,0.0,4.0,0.0,3.0
177,3502200,98752481.87000002,São Paulo,Angatuba,3502200.0,10568.0,10568.0,0.0,0.0,5.0,4.0,10.0
178,3102852,10285558.07,Minas Gerais,Angelândia,3102852.0,-1191.0,-1418.0,-0.04804895439454793,0.0,-3.0,0.0,1.0
179,5000856,90014267.69999999,Mato Grosso do Sul,Angélica,5000856.0,59037.0,59627.0,0.10863561038482783,0.0,0.0,3.0,3.0
180,2601003,1633464.3599999999,Pernambuco,Angelim,2601003.0,-732.0,-710.0,0.013698630136986356,0.0,-3.0,0.0,1.0
181,4200903,27232810.490000013,Santa Catarina,Angelina,4200903.0,-1433.0,-1428.0,0.001477104874446078,0.0,18.0,0.0,8.0
182,2901403,6827128.850000001,Bahia,Angical,2901403.0,-6369.0,-6369.0,0.0,0.0,1.0,0.0,0.0
183,3300100,416720.39,Rio de Janeiro,Angra dos Reis,3300100.0,-1339.0,-1339.0,0.0,0.0,-2.0,0.0,0.0
184,4101150,22595821.329999994,Paraná,Ângulo,4101150.0,3114.0,5808.0,0.2555249928862753,0.0,-2.0,0.0,3.0
185,3502309,12020299.49,São Paulo,Anhembi,3502309.0,6335.0,6332.0,-0.00020370747606435202,0.0,-9.0,1.0,0.0
186,3502408,8290942.69,São Paulo,Anhumas,3502408.0,9425.0,9425.0,0.0,0.0,-5.0,1.0,5.0
187,5201306,18633750.150000002,Goiás,Anicuns,5201306.0,2301.0,2301.0,0.0,0.0,-4.0,0.0,3.0
188,4201000,4811786.18,Santa Catarina,Anita Garibaldi,4201000.0,-4169.0,-4169.0,0.0,0.0,2.0,0.0,2.0
189,4201109,11694093.63,Santa Catarina,Anitápolis,4201109.0,-2282.0,-2276.0,0.002145155523775477,0.0,10.0,0.0,4.0
190,4300703,77163626.84000006,Rio Grande do Sul,Anta Gorda,4300703.0,-2998.0,-3064.0,-0.024269599405877584,0.0,13.0,2.0,12.0
191,2901601,1868001.39,Bahia,Antas,2901601.0,-5240.0,-5240.0,0.0,0.0,0.0,0.0,0.0
192,2300804,343382.47,Ceará,Antonina do Norte,2300804.0,28.0,28.0,0.0,0.0,-1.0,0.0,0.0
193,2200806,10860664.520000001,Piauí,Antônio Almeida,2200806.0,4228.0,4228.0,0.0,0.0,-5.0,1.0,3.0
194,4201208,20211060.349999987,Santa Catarina,Antônio Carlos,4201208.0,-1417.0,-1417.0,0.0,0.0,7.0,0.0,3.0
195,5000906,53214092.870000005,Mato Grosso do Sul,Antônio João,5000906.0,49964.0,51529.0,0.12379370352792285,0.0,-2.0,5.0,5.0
196,2400901,13301.0,Rio Grande do Norte,Antônio Martins,2400901.0,-93.0,-318.0,-0.2727272727272727,0.0,-2.0,0.0,0.0
197,4101309,57975029.19000005,Paraná,Antônio Olinto,4101309.0,769.0,769.0,0.0,0.0,18.0,0.0,11.0
198,4300802,77266325.33999997,Rio Grande do Sul,Antônio Prado,4300802.0,-38.0,-28.0,0.0021408691928923584,0.0,14.0,0.0,11.0
199,3103108,1102331.9100000001,Minas Gerais,Antônio Prado de Minas,3103108.0,-622.0,-622.0,0.0,0.0,9.0,0.0,0.0
200,3502606,6556331.93,São Paulo,Aparecida d'Oeste,3502606.0,-242.0,-242.0,0.0,0.0,-2.0,0.0,0.0
201,5201405,2823934.7099999995,Goiás,Aparecida de Goiânia,5201405.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
202,5201454,16678386.109999998,Goiás,Aparecida do Rio Doce,5201454.0,951.0,951.0,0.0,0.0,-1.0,0.0,2.0
203,1701101,41821053.11000001,Tocantins,Aparecida do Rio Negro,1701101.0,37735.0,37735.0,0.0,0.0,-1.0,4.0,8.0
204,5001003,49389368.67,Mato Grosso do Sul,Aparecida do Taboado,5001003.0,26312.0,26549.0,0.30268199233716475,0.0,-7.0,2.0,5.0
205,3200508,8840053.6,Espírito Santo,Apiacá,3200508.0,-1265.0,-1265.0,0.0,0.0,-2.0,0.0,0.0
206,5100805,37000132.68,Mato Grosso,Apiacás,5100805.0,-2535.0,-2535.0,0.0,0.0,10.0,0.0,9.0
